topic,sentiment
items,0
need,1
things,2
time,2
prime,1
time,0
app,2
prime,2
really,2
order,2
search,0
day,1
like,0
money,0
just,1
good,2
update,0
prime,1
order,0
shopping amazon,2
awesome thank,2
love amazon,2
shop,2
service,2
item,0
easy,2
order,1
need,2
app,2
delivery,2
time,1
customer,0
order,1
amazon,0
love easy good,2
need,2
prime,2
update,0
amazon,0
change,1
want,2
just,2
just,0
delivery,0
persons courteous respectful,1
app,0
page,1
need,2
service,0
good,2
order,2
item,0
fix,1
time,1
prime,2
update,1
use works,2
just,0
love,2
use,1
order,1
amazon,1
order,0
really,2
items,1
really,2
don,0
prime,2
love amazon,2
time,2
app,0
amazon,0
love amazon,2
really,2
items,0
don,1
love,2
great,2
customer,2
don,2
want,0
like,1
don,1
want,0
app,0
days,0
keeps,0
orders,1
like,1
like buy lokk,2
prime,0
use,2
just,0
gains successful,1
app,1
item,0
buy,2
orders,0
time,1
fix,1
service,2
want,2
phone,1
like,1
order,2
use,2
locations arounmd world,2
items,1
use,0
items,2
update latest update,0
phone,1
item,0
great,2
keeps,0
keeps,0
update,1
amazon,0
shopping,1
love,2
use,0
like,0
things,1
just,1
want,0
ve,0
easy,2
update hangs lot,0
delivery,1
just,1
things,1
day,1
shop,2
want,1
like,2
prime,2
like,0
shop,2
delivery,0
amazon,2
items,1
fix,0
service,0
use,2
great,1
items,2
amazon,1
love amazon,2
need,2
lots good stuff,2
fix,1
prices,2
account,1
love amazon,2
need,2
amazon,0
just,0
use,2
like,2
app,2
great,2
update,0
app,2
amazon,1
things,2
like,1
like,2
good,1
phone,1
payment lies,0
great,1
use,1
wont display orders,1
ve,0
prime,2
orders,0
great app negotiate,2
delivery,2
orders broken,1
time,1
world jesus,2
want,2
customer,0
amazon,0
need,2
use,1
account,0
want,0
app,1
fix,1
ve,0
amazon,1
time,1
working properly update,2
fix,1
money,0
service,0
delivery,2
order,1
convenient easy fast,2
easy,2
service,0
don,1
want,2
service,0
screen opening,2
easy,2
easy,2
prices,2
listings useful results,0
orders,0
new,0
items,1
pretty,2
app,1
need,2
just,2
customer,0
fix,1
update,0
things,2
orders,1
days,0
want,2
search,0
shopping,1
day,1
page,1
reson change,1
prime,0
order,0
orders,1
great,1
don,2
good,1
like,2
want,1
items,2
need,1
change,1
really,2
shopping,2
account,0
delivery,1
don,2
order,1
amazon,2
luck fingertips,2
orders,1
orders,1
use,2
delivery,2
amazon,1
time,2
app,1
just,2
samsung flip app,0
just,2
order,1
use,1
love gets slower,2
sort prime button,1
time,1
app,0
phone,0
items,2
item,0
app,2
delivery,0
buy,1
days,0
prime,0
need,1
day,1
order,2
service,2
search,1
delivery,2
page,1
page,0
way,1
page,0
like,0
customer,0
don,0
good,2
service,2
items,2
amazon,1
great,2
keeps,0
order,2
msfgw ea wanna,2
time,2
great,2
page,1
want,2
don,1
fix,0
really,2
like,2
understand customize,0
fix,1
buy,2
item,0
shopping amazon,2
like,1
don,1
period escape items,0
items,2
update,0
orders,1
don,2
items,2
easy,2
orders,1
time,1
like,1
shopping,2
phone,0
delivery,0
phone,0
really,1
orders,1
amazon,1
time,1
items,0
want,2
wanted wanted want,2
loads lot,1
want,0
customer,2
don,2
time,0
shopping amazon,2
update,1
like,0
generally fairly,2
don,1
time,2
update,0
new,0
phone,0
update,0
shopping,0
don,1
amazon,0
app,1
prices,2
buy,2
page,0
don,1
search,1
just,2
want,2
really,2
order,1
chime,0
like,2
update,1
delivery,2
follow app keeps,1
account,1
time,1
time,2
app,1
app,2
really,2
really,2
need,2
items,0
item,0
items,1
want,1
shop,2
just,0
order,1
like,2
like convenience,2
customer,0
order,1
order,0
items,1
order,1
things ordered permission,1
prime,1
need,1
make,1
really,2
delivery,0
fix,1
harder return location,2
time,0
phone,1
delivery,2
prime,0
passwords,1
time,2
need,1
need,2
love easy good,2
really,2
account,0
prime,0
delivery,1
shopping amazon,2
search,1
delivery,1
really,2
use,0
search,1
orders,1
prime,1
orders,0
prime,0
need,1
amazon,2
like,1
use,0
service,0
order,0
love,2
use,2
like,2
use,0
just,2
need,2
shop,2
need,1
use,2
just,1
delivery,2
like,1
great,1
update,0
just,0
amazon,0
customer,2
delivery,0
just,0
order,2
search,1
update,1
update,1
keeps,0
good,1
search,0
buy,1
good,2
want,1
use,2
order,1
app,2
prime,1
amazon,2
app,1
delivery,0
items,2
service,2
keeps,0
use,2
make,1
service,0
good,2
want,1
amazon,0
page,0
shopping,0
like,1
need,1
shopping,2
page,1
prime,2
great deals outstanding,2
items,1
card,0
prime,1
app,2
search,1
phone,1
great,2
service,2
items,2
order,0
slow constantly,0
good,1
things,1
search,0
prime scamming,1
need,1
delivery,2
time,2
amazon,1
shopping,1
account,0
good,1
use,2
item,0
prime,0
prime,0
error uninstall,2
don,2
don,0
prime,2
really,2
things,2
love amazon,2
delivery,2
ve,0
shop,2
items,2
app,1
don,2
page,1
page,0
plastenian citizens,0
days,0
update,0
want,0
don,2
great,2
shopping,2
shopping,2
need,2
amazon,2
service,0
fix,1
loads lot,1
buy,2
orders,0
search,1
love,2
update,1
use,0
orders,0
use,2
days,0
items,2
amazon,1
days,0
page,1
just,2
shopping,0
search,0
need,2
products,1
good,2
search,1
customer,0
account,1
order,1
account,1
need,1
orders,0
shopping,1
just,1
prime,2
love,2
need occasionally really,2
account,0
app,0
money stole 101,0
like,1
difficult,1
time,2
really,2
buy,2
shopping,2
want,0
easy,2
shopping,0
delivery,1
use,0
easy,2
orders,0
don,2
app,2
account,0
delivery,0
sbdzbllsne,1
don,0
phone,0
things,1
don,1
days,0
things,2
account,0
shopping,2
buy,1
fix,0
really,1
ll acrl,2
products,1
item,0
easy convenient,2
great,2
don,0
delivery,0
just,2
change,1
time,2
easy,2
prime,0
buy,1
great,2
like,1
app,1
ve,0
pretty,2
love,2
delivery,1
order,1
expect mid ok,1
good,2
service,0
shopping,0
products,2
shopping,0
items,0
order,1
shop,2
prices,2
love amazon,2
time,0
easy,2
jammed orders came,0
shopping,0
items,1
like,0
like,1
need,1
orders,1
don,2
use,0
prime,2
keeps,0
new,0
delivery,2
service,0
department need,0
keeps,0
need,1
don,0
amazon,0
customer,0
like,2
use,1
shopping amazon,2
order,2
like,2
really,2
app,2
oppression,0
want,1
order,2
account,1
order,0
items,1
quality,0
week canceled order,0
great,1
products,1
orders,0
page,0
just,1
just,2
time,0
items,1
items,1
good,2
prime,2
regime,0
just,1
delivery,0
good,2
like,0
order,0
things,2
update,0
prime,1
change,1
easy,2
items,0
change,1
need,1
amazon,1
use,0
money,0
change,1
order,0
ve,0
ty live don,2
delivery,0
good,2
great,2
just,1
way,1
update,1
items,0
love fast reliable,2
genocide,0
order,0
service,2
shopping,2
need,1
order,1
steam,2
orders,1
like,1
want,0
customer,0
update,0
love,2
use,1
items,1
ic,2
buy,2
need,1
page,0
lately parcel turning,0
days,0
phone,0
amazon,2
want,0
pure trash horrible,0
delivery,1
great,2
don,0
customer,0
easy,2
extremely,0
order,2
update,1
service,2
easy,2
fix,1
delivery,0
app,2
app,2
app,1
like,0
update,1
items,0
shopping,1
shopping amazon,2
service,0
customer,0
need,1
delivery,1
delivery,1
app,2
just,1
time,2
things,1
delivery,1
delivery,0
like,0
amazon,1
prime,0
good,2
shopping,1
search,0
don,1
items,2
time,2
orders,0
account,1
just,0
customer,2
fix,1
think,2
orders,1
shopping amazon,2
fix,0
products,2
account,1
easy,2
really,2
prime,1
search,1
service,0
issues plz try,0
order,2
app,0
update caused,0
love little,2
prime,1
don,2
search,1
items,0
don,1
prime,1
far tell update,1
fix,1
amazon,2
delivery,0
want,1
item,0
just,1
easy,2
items,0
page,0
time,2
orders,1
make,1
just,0
orders,1
use,1
fix,0
make,1
delivery,0
orders,0
phone,0
don,1
search,1
shopping,1
hop need,2
phone,0
ve,0
prime,0
items,0
time,1
prime,1
delivery,1
use,1
service,2
prime,1
don,1
search,1
need actually,2
good,2
customer,2
phone,2
don,1
want,1
delivery,0
philippines difficult,1
just,1
like,2
time,0
great,2
order,1
shopping,0
great,1
phone,0
item,0
stated tell site,1
orders,1
items,2
want,0
app,2
ve,0
don,2
delivery,1
update,0
like,1
orders,1
item,0
money,0
use,0
amazon,2
don,2
items,1
time,1
shopping,2
products,2
love amazon,2
way,1
app,2
delivery,1
ve,0
app,0
don,0
new,0
good,1
use,0
need,1
app,1
need,1
time,0
amazon,1
days,0
delivery,0
phone,0
easy,2
customer,0
app,2
service,2
phone,2
time,1
just,2
love,2
delivery,0
like,0
time,2
service,2
change,1
service,2
make,1
easy,2
app,1
amazon,1
service,0
prime,1
customer,0
things,2
prime,0
ve,0
just,0
service,2
don,0
need,1
day,1
don,0
prime,0
amazon,2
prices,2
delivery,1
time,1
page,1
shopping,2
delivery,1
amazon,2
people arround,0
items,1
use,2
account,0
like,1
s23 ultra newest,0
buy,2
great,1
app,2
don,0
items,2
day shipping,2
need,2
like,2
great,1
fix,1
time,0
bar,2
products,2
page,0
products,1
items,1
service,2
products,1
days,0
keeps,0
app,1
page,0
pretty clutch store,2
deals things,2
amazon,0
orders,0
day,1
shopping,2
don,0
shop,2
amazon,0
order,1
prime,1
shopping,1
just,2
just,1
use,0
order,2
item,0
cost little high,1
delivery,1
load app keeps,1
delivered hopefully problem,1
amazon,1
love,2
amazon,2
love,2
order,0
time,1
delivery,1
order,0
time,1
orders,1
good,2
phone fix,0
order,0
just,2
orders,1
service,0
orders,1
great,2
just,2
great,1
like,0
amazon,0
family ve,2
update,1
prime,1
amazon,0
search,1
shopping,1
make,1
customer,2
ve,0
update,0
don,2
search,0
pro running,2
just,1
good,2
fix,1
prime,0
crashing love,1
want,0
phone,2
amazon,1
amazon,2
app,1
search,0
phone,1
use,1
phone,0
just,2
need,2
amazon,1
customer,0
update,1
like,1
delivery,2
phone,1
great products audible,2
time,0
shopping,0
love,2
products,2
amazon,1
need,2
update,0
went wrong multiple,1
love amazon,2
love amazon,2
great,2
shopping,2
prime,0
easy,2
just,0
pets people,2
buy,1
need,2
account,0
fix,1
great,1
buy,1
don,0
card,0
really,1
like,0
app,0
delivery,2
card,0
update,0
time,1
order,0
search,1
prime,0
card,0
keeps,0
need,1
things,1
just,0
need,2
order,0
use,0
orders,1
orders,0
account,0
app,1
change,1
service,0
great,2
days,0
orders,0
hourly,2
like,1
use,0
order,0
prime,2
amazon,0
impressed progress app,2
want,2
items,2
prime,1
shopping,0
need,1
app,0
service,2
order,0
orders,1
phone,1
prime,0
amazon,2
slowly,1
time,0
like,2
don,1
delivery,2
prime,1
love,2
phone,1
just,1
service,2
amazon,2
shop,2
great,2
items,2
fast delivery great,2
fast delivery support,2
just,1
shopping,1
just,2
items,2
app,2
need,1
day,1
time,0
killing,0
want,1
just,1
search,1
search,1
account,0
search,0
day,1
late quoted day,2
search,1
shop,2
use,2
good,2
use,0
customer,2
day,1
shopping,1
phone,2
time,1
keeps,0
prime,2
prime,1
items,1
days,0
good,2
service,2
delivery,2
page,1
delivery,1
delivery,0
orders,1
late quoted,2
order,1
need,1
use,0
app,2
app,0
hard bad customer,0
items,2
shopping,2
issue acting,0
shopping,0
orders,1
just,2
like,0
use,1
want,1
don,2
use,2
update,0
just,2
page,1
good,2
love,2
prime,1
orders,0
shop,2
irrelevant items sponsored,0
delivery,2
phone,2
phone,1
delivery,2
order,0
amazon,2
prices,2
day,1
amazon,1
like,1
prime,2
just,1
app,1
great,1
good,2
day,1
search,1
update,0
page,0
update,1
want,0
buy,1
need,1
thing,2
seperate marketing,0
phone,1
search,0
want,2
prime,2
order,2
shop,2
just,2
phone,1
time,0
fix,1
items,0
make,1
like,0
want,1
phone,1
prime,2
don,0
good,1
don,2
day,1
shopping,0
use,1
don,1
days,0
good,2
liberal domestic terrorist,1
customer,0
best shopping,2
amazon,1
item,0
search,0
update,1
customer,0
prime,1
delivery,2
account,1
slower,2
fantastic fast efficient,2
great,1
time,1
use bother,2
delivery,1
shopping,2
like,2
love amazon,2
things,2
phone,1
purchases returns 10,2
items,0
service,2
order,2
like,2
really,2
ordered 2023,0
days,0
want,1
service,0
app,2
items,1
fix,1
great,1
app,0
phone,0
item,0
shop,2
checkout like says,0
want,2
things,2
delivery,2
delivery,1
shopping,0
prime,0
ve,0
need,1
account,1
want,1
want,1
search,1
orders,1
don,0
good,2
amazon,0
shop,2
return love need,2
amazon,1
search,1
use,0
ocide,0
fix,1
phone,1
search,0
fix,1
time,1
customer,0
like,1
items,0
app,2
easy,2
like,2
search,1
don,0
phone,2
item,0
awful irrelevant,0
amazon,1
items,1
change,1
items,1
orders,1
service,2
shopping,1
order,2
don,1
phone,0
good,1
fix,1
items,0
need,2
just,0
customer,2
like,1
items,0
good,2
time,2
months early bad,0
card,0
amazon,2
search,1
easy,2
good,2
shop,2
things,1
really,1
way,1
new,0
update,0
deals majority items,1
orders,1
ve,0
just,0
delivery,0
account,1
prime,1
new,0
pure app shopping,2
really,2
fix,1
delivery,1
service,2
items,2
bar fan,2
orders,1
like,2
great,2
phone,1
delivery,2
shopping,2
search,0
like,1
items,0
prime,1
want,1
love amazon,2
amazon,1
love,2
buy,2
really,1
shopping amazon,2
shopping amazon,2
app,0
time,0
update filter,1
don,1
shopping,0
like,1
service,0
app,0
days,0
good,2
results come screen,1
delivery,0
like,2
purchase amazon supporting,0
returns need,2
time,2
time,0
items,2
buy,1
items,1
randomly changed spanish,1
amazon,1
chase,1
prime,1
like,0
customer,2
order,0
amazon,1
don,1
good,1
great,2
prime,1
items,1
order,0
service,0
use,2
phone,0
fix,1
time,2
customer,0
page,1
orders,1
great experience,2
amazon,2
spam junk,1
shopping,0
don,1
great music selection,2
day,1
like,0
love,2
really,2
delivery,0
ship order,2
dark mode,2
need,2
time,2
don,1
fix,1
function awful irrelevant,0
shopping,0
just,1
search,0
mode,2
just,2
need,1
items,2
prime,0
just,1
update,0
amazon,1
shop,2
prime,1
order,0
amazon,2
way,1
don,1
phone,0
don,2
need,2
orders,0
keeps,0
shopping,0
order,0
don,1
shopping amazon,2
time,2
just,0
search,0
amazon,1
service,2
love,2
like,0
prime,0
delivery,0
love,2
page,0
shopping,1
use,2
like,0
need,2
delivery,0
need,1
use,1
orders,0
fix,1
need,2
make,1
shop,2
power hungry,1
items,2
prime,0
days,0
ve,0
want,1
days,0
order,1
like,0
keeps,0
use,0
want,2
like,0
fix,0
like,1
item,0
love amazon,2
app,2
ve,0
orders,0
fix,1
good,1
buy,2
love,2
like,1
app,0
just,0
just,2
just,1
seeing statement,1
delivery,2
order care fun,1
don,2
shipping longer prime,1
prime,2
items,0
prime,2
keeps,0
search,0
love amazon,2
item,0
love,2
shopping,0
phone,0
don,2
want,0
keeps,0
doesn connect,0
app,1
don,0
orders,0
hangs,2
just,1
items,1
love,2
update,1
easy,2
delivery,1
phone,0
just,1
moment home,0
love,2
shopping,1
just,2
like,0
love amazon,2
love amazon,2
just,1
great investment things,2
good orders ship,2
order,1
use,0
reviews theu remove,1
time,1
need,2
phone,0
amazon,1
card,0
need,1
orders,1
new,0
delivery,1
just,0
need,1
ve,0
phone,1
customer,0
use,2
amazon,0
products,2
need,2
orders,1
want,2
easy,2
time,2
phone,2
like,1
customer,0
delivery,0
ve,0
amazon,2
use,0
need,2
account,1
order,0
used work,0
like,0
update,0
time,2
delivery,2
amazon,1
order,2
fix,0
service,2
really,2
option,2
looking need time,2
customer,2
orders,0
prime,1
love,2
service,0
service,0
prices,2
service,0
want,1
prime,1
like,0
like,2
use,0
app,1
amazon,1
want,2
don,2
update,1
item,0
don,2
great,2
don,2
ve,0
gifts family ve,2
app,2
make,1
ve,0
ve,0
order,1
want,2
love,2
keeps,0
minds eye,1
orders,1
easy,2
time,1
shopping,1
things,1
search,1
prime,2
love amazon,2
don,0
just,2
orders,1
buy,1
orders,1
things,2
time,0
sun america,2
order,0
orders,1
items,0
easy,2
offering wrong,1
use,2
good,2
service,2
shopping,0
keeps,0
amazon,1
want,0
ooo,1
search,0
delivery,0
items,2
just,2
really,1
time,2
amazon,1
want,2
days,0
update,1
time,2
amazon,0
phone,2
order,1
ty ty,2
time,0
days,0
bar remove,2
items,1
pretty,2
delivery,0
keeps,0
day,1
search,0
buy,2
shopping,2
items,1
time,2
app,2
search,1
ve,0
time,1
phone,1
like,2
returns good,2
time,1
hurts eyes dark,1
search,0
products clothing poor,1
great,2
account,0
fix,0
account,1
phone,1
app,1
amazon,0
like,1
app,0
just,0
need,1
app,0
update,0
shopping,0
phone,2
want,2
phone,2
shopping,2
need,1
really,2
good,2
just,0
love,2
items,2
items,2
ve,0
like,1
pets people,2
update,0
easy,2
love amazon,2
want,2
want,0
account,0
delivery,0
service,2
prices,2
fix,1
site worked keeps,1
amazon,1
amazon,0
days,0
service,0
service,2
amazon,2
keeps,0
don,1
search,0
good,2
page,1
products,2
search,0
buy,2
variety prices,1
really,2
delivery,2
need,2
really,2
amazon,1
like,2
ve,0
orders,0
phone,0
prime,1
delivery,2
prime,0
really,2
prime,2
items,0
shopping,2
great,2
like,2
like,2
use,1
fix,0
don,2
order,2
items,1
jhhhhhhhuy,2
order,1
delivery,2
just,0
delivery,2
order,2
fix,1
like,1
things,1
items,2
order,2
want,1
account,0
app,0
days,0
need,2
things,1
shopping amazon,2
want,1
phone,0
time,0
new,0
orders,0
great,2
shop,2
orders,1
time,1
order,0
orders,1
don,2
delivery,1
leader electronic,1
just,2
recommend,2
ads sponsored,0
search,0
service,0
time,0
update,1
want,0
don,0
money,0
like,1
customer,2
way,1
items,2
service,2
products,1
orders,1
good,2
items,1
time loading,1
items,0
fix,1
page,0
delivery,1
good,2
ve,0
easy,2
use,1
order,2
prime,2
fix,0
love amazon haven,2
things,1
delivery,2
fix,1
app,0
delivery,1
amazon,2
orders,1
like,0
good,2
buy,1
search,1
card,0
navigation holiday,2
don,0
orders,1
use,1
phone,2
prime,2
don,0
good,1
don,1
update,0
love,2
order,2
love amazon,2
like,0
like,2
products,2
time,1
shopping,0
just,2
make,1
like,0
just,1
time,2
like,0
service,2
amazon,2
amazon,0
service,2
delivery,2
want,0
like,2
good,2
read,0
page,1
new,0
shopping,1
search,1
account,1
items,0
shop,2
days,0
search,0
rarely experience issues,2
want,0
customer,0
shopping amazon,2
just,0
shopping,1
easy,2
just,1
good,2
day delivery delivered,2
change,1
service,2
orders,1
want,1
time,0
update,0
need,2
change,1
update,1
page,1
customer services,2
things,2
delivery,1
buy,1
make wish lists,0
buy,2
use,1
phone,1
delivery,2
good,1
items,1
orders,0
amazon,1
service,2
order,1
fix,0
love amazon,2
search,1
phone,0
phone,0
crashing freezing difficult,0
update,0
really,2
shopping,1
update,1
change,1
orders,1
days,0
don,2
ve,0
need,2
buy,2
delivery,0
time,0
shopping,1
page doesn appear,0
quick shipping,2
search,0
love amazon,2
amazon,1
need,1
love amazon,2
app,0
need,2
don,2
search,1
good,1
delivery,0
great,2
update,1
account,0
like,0
delivery,1
want,0
shopping amazon,2
prime,0
time,0
orders,0
use,0
just,0
update,0
items,2
recommend excellent couldn,2
items,2
ve,0
order,0
keeps,0
amazon,2
order,1
phone,0
service,2
prime,1
time,2
app,0
need,2
search,1
don,1
shopping amazon,2
products late deliveries,0
time,0
update,0
use,1
delivery,1
amazon,2
order,1
delivery,1
good user experience,2
items,0
amazon,0
products,2
delivery,2
good,1
good,1
good,1
shopping,1
account,0
need,2
account,1
update,1
service,0
easy,2
prime,1
service,2
prime,1
just,0
like,2
delivery center founded,2
order,0
easy,2
love amazon,2
delivery,1
update,1
just,0
phone,0
change,1
like,2
fix,1
change,1
order,2
app use website,1
make,1
time,1
page,0
love amazon,2
great,2
service,0
update,0
use,0
need,1
amazon,1
things,2
order,2
like,1
like,0
great,1
orders,1
things,2
low level,2
phone,1
need,2
really,2
need,2
item,0
cart,0
great,1
account,1
buy,2
time,1
great,1
need,2
time,0
page,1
use,1
prime,0
page,1
page,0
good,1
fix,0
amazon,0
update,0
account,0
like,2
service,0
account,0
just,2
order,0
amazon,1
really,1
orders,1
app,1
orders,1
need,1
use,1
shopping,1
amazon,2
good,2
day,1
phone,0
want,1
account,1
shopping,0
fix,1
order,2
like,0
great delivery service,2
items,1
love,2
love hop need,2
customer,0
years years,2
like,1
phone,0
items,0
good,1
amazon,2
use separate,2
don turn takes,1
delivery,0
shopping,0
shopping amazon,2
delivery,2
good,1
keeps,0
shopping,1
easy,2
half works,1
delivery,0
like,1
time,1
simplified love im,2
need,2
customer,2
items,1
need,2
search,1
use,0
fix,1
things,2
order,2
